HES,HESS CORP,NYSE,16581942150
APC,ANADARKO PETROLEUM CORP,NYSE,37196652405
AON,AON PLC,NYSE,27875472954
APA,APACHE CORP,NYSE,17071077703
ADM,ARCHER-DANIELS-MIDLAND CO,NYSE,29591812897
GAS,AGL RESOURCES INC,NYSE,5796636948
ADP,AUTOMATIC DATA PROCESSING,NASDAQ,37613570043
AZO,AUTOZONE INC,NYSE,21516850207
AVY,AVERY DENNISON CORP,NYSE,5510475876
BHI,BAKER HUGHES INC,NYSE,24213262598
BLL,BALL CORP,NYSE,9298686681
BK,BANK OF NEW YORK MELLON CORP,NYSE,48673606565
BCR,CR BARD INC,NYSE,14557129865
BAX,BAXTER INTERNATIONAL INC,NYSE,21503483877
BDX,BECTON DICKINSON AND CO,NYSE,31916651428
BRK/B,BERKSHIRE HATHAWAY INC-CL B,NYSE,3.50783E+11
BBY,BEST BUY CO INC,NYSE,11278100379
HRB,H&R BLOCK INC,NYSE,9125695598
BSX,BOSTON SCIENTIFIC CORP,NYSE,22938964683
BMY,BRISTOL-MYERS SQUIBB CO,NYSE,1.08955E+11
BF/B,BROWN-FORMAN CORP-CLASS B,NYSE,23448169841
COG,CABOT OIL & GAS CORP,NYSE,10568655503
CPB,CAMPBELL SOUP CO,NYSE,15488771618
KSU,KANSAS CITY SOUTHERN,NYSE,10756798655
CCL,CARNIVAL CORP,NYSE,41006409272
QRVO,QORVO INC,NASDAQ,8592545477
CTL,CENTURYLINK INC,NYSE,16292351273
CB,CHUBB CORP,NYSE,28889103492
CI,CIGNA CORP,NYSE,36914536530
FTR,FRONTIER COMMUNICATIONS CORP,NASDAQ,5939536200
CLX,CLOROX COMPANY,NYSE,15085494380
CMS,CMS ENERGY CORP,NYSE,9500794539
CCE,COCA-COLA ENTERPRISES,NYSE,11190834051
CL,COLGATE-PALMOLIVE CO,NYSE,61586999214
CMA,COMERICA INC,NYSE,8360869801
CA,CA INC,NASDAQ,12762537882
CSC,COMPUTER SCIENCES CORP,NYSE,8994796673
CAG,CONAGRA FOODS INC,NYSE,18899613055
ED,CONSOLIDATED EDISON INC,NYSE,18682633335
SLG,SL GREEN REALTY CORP,NYSE,11662182617
GLW,CORNING INC,NYSE,22299760288
CSX,CSX CORP,NYSE,30765741045
CMI,CUMMINS INC,NYSE,22976189232
DHR,DANAHER CORP,NYSE,62422965798
TGT,TARGET CORP,NYSE,51328348647
DE,DEERE & CO,NYSE,31190270579
D,DOMINION RESOURCES INC/VA,NYSE,42563861972
DOV,DOVER CORP,NYSE,9819769759
DOW,DOW CHEMICAL CO/THE,NYSE,53805415854
DUK,DUKE ENERGY CORP,NYSE,51837643504
ETN,EATON CORP PLC,NYSE,28171550000
ECL,ECOLAB INC,NYSE,34325850960
PKI,PERKINELMER INC,NYSE,5942669618
EMC,EMC CORP/MA,NYSE,51153891033
EMR,EMERSON ELECTRIC CO,NYSE,34304099038
EOG,EOG RESOURCES INC,NYSE,41960552874
ETR,ENTERGY CORP,NYSE,12781979074
EFX,EQUIFAX INC,NYSE,12060920742
EQT,EQT CORP,NYSE,11419631720
XL,XL GROUP PLC,NYSE,11710415168
FDX,FEDEX CORP,NYSE,48241903828
M,MACY'S INC,NYSE,22946537150
FMC,FMC CORP,NYSE,6471065636
F,FORD MOTOR CO,NYSE,59279499511
NEE,NEXTERA ENERGY INC,NYSE,48695909220
BEN,FRANKLIN RESOURCES INC,NYSE,27898029418
FCX,FREEPORT-MCMORAN INC,NYSE,11648501861
TGNA,TEGNA INC,NYSE,6583375224
GPS,GAP INC/THE,NYSE,14966356755
GD,GENERAL DYNAMICS CORP,NYSE,48037938808
GIS,GENERAL MILLS INC,NYSE,35283613781
GPC,GENUINE PARTS CO,NYSE,13471256165
GWW,WW GRAINGER INC,NYSE,14834509554
HAL,HALLIBURTON CO,NYSE,34292535176
HOG,HARLEY-DAVIDSON INC,NYSE,12071838642
HAR,HARMAN INTERNATIONAL,NYSE,7820297525
JOY,JOY GLOBAL INC,NYSE,2505535450
HRS,HARRIS CORP,NYSE,10170368646
HCP,HCP INC,NYSE,17971476364
HP,HELMERICH & PAYNE,NYSE,6218123862
HSY,HERSHEY CO/THE,NYSE,20266094193
HRL,HORMEL FOODS CORP,NYSE,15705867767
HOT,STARWOOD HOTELS & RESORTS,NYSE,13345810177
MDLZ,MONDELEZ INTERNATIONAL INC-A,NASDAQ,73298367188
CNP,CENTERPOINT ENERGY INC,NYSE,8268578751
HUM,HUMANA INC,NYSE,27021406138
ITW,ILLINOIS TOOL WORKS,NYSE,32599506846
IR,INGERSOLL-RAND PLC,NYSE,16061815516
IPG,INTERPUBLIC GROUP OF COS INC,NYSE,8659463126
IFF,INTL FLAVORS & FRAGRANCES,NYSE,9326197077
JEC,JACOBS ENGINEERING GROUP INC,NYSE,5267637025
JCI,JOHNSON CONTROLS INC,NYSE,30080653132
HBI,HANESBRANDS INC,NYSE,11695975459
K,KELLOGG CO,NYSE,23315977929
PRGO,PERRIGO CO PLC,NYSE,28157220630
KMB,KIMBERLY-CLARK CORP,NYSE,42142977527
KIM,KIMCO REALTY CORP,NYSE,10353173600
KSS,KOHLS CORP,NYSE,12040782408
ORCL,ORACLE CORP,NYSE,1.72186E+11
KR,KROGER CO,NYSE,38274075183
LM,LEGG MASON INC,NYSE,5514528012
LEG,LEGGETT & PLATT INC,NYSE,6607918441
LEN,LENNAR CORP-A,NYSE,10505019378
LUK,LEUCADIA NATIONAL CORP,NYSE,8550485968
LLY,ELI LILLY & CO,NYSE,93272601120
LB,L BRANDS INC,NYSE,23996560447
LNC,LINCOLN NATIONAL CORP,NYSE,14098476169
L,LOEWS CORP,NYSE,13774373264
LOW,LOWE'S COS INC,NYSE,64271368555
HST,HOST HOTELS & RESORTS INC,NYSE,14534226644
MMC,MARSH & MCLENNAN COS,NYSE,30675969373
MAS,MASCO CORP,NYSE,9094046725
MAT,MATTEL INC,NASDAQ,7622187634
MHFI,MCGRAW HILL FINANCIAL INC,NYSE,27582450000
MDT,MEDTRONIC PLC,NYSE,1.10307E+11
CVS,CVS HEALTH CORP,NYSE,1.27298E+11
MU,MICRON TECHNOLOGY INC,NASDAQ,20585276932
MSI,MOTOROLA SOLUTIONS INC,NYSE,12605917167
MUR,MURPHY OIL CORP,NYSE,5719924142
MYL,MYLAN NV,NASDAQ,27128920661
LH,LABORATORY CRP OF AMER HLDGS,NYSE,12811410000
THC,TENET HEALTHCARE CORP,NYSE,5646281302
NWL,NEWELL RUBBERMAID INC,NYSE,11680389000
NEM,NEWMONT MINING CORP,NYSE,8687077599
FOXA,TWENTY-FIRST CENTURY FOX-A,NASDAQ,69928987753
NKE,NIKE INC -CL B,NYSE,98223750806
NI,NISOURCE INC,NYSE,5425855503
NBL,NOBLE ENERGY INC,NYSE,14446144800
NSC,NORFOLK SOUTHERN CORP,NYSE,25018122335
ES,EVERSOURCE ENERGY,NYSE,15834729869
NOC,NORTHROP GRUMMAN CORP,NYSE,32261495555
WFC,WELLS FARGO & CO,NYSE,2.9819E+11
NUE,NUCOR CORP,NYSE,14211073134
PVH,PVH CORP,NYSE,9464888777
OXY,OCCIDENTAL PETROLEUM CORP,NYSE,53307482821
OMC,OMNICOM GROUP,NYSE,17667153472
OKE,ONEOK INC,NYSE,7634362379
OI,OWENS-ILLINOIS INC,NYSE,3347182327
PCG,P G & E CORP,NYSE,25373009348
PH,PARKER HANNIFIN CORP,NYSE,15588650770
PPL,PPL CORP,NYSE,21299259066
PEP,PEPSICO INC,NYSE,1.43153E+11
EXC,EXELON CORP,NYSE,27959495371
COP,CONOCOPHILLIPS,NYSE,61289776281
PHM,PULTEGROUP INC,NYSE,7306281169
PNW,PINNACLE WEST CAPITAL,NYSE,6861581765
PBI,PITNEY BOWES INC,NYSE,4104255236
PCL,PLUM CREEK TIMBER CO,NYSE,7262148663
